Species_Tissue;Time;Treatment;Value
Barley_Shoot;11;P;1.385
Barley_Shoot;11;P;0.985
Barley_Shoot;11;P;1.37
Barley_Shoot;11;P;1.107
Barley_Shoot;11;Fe;0.851
Barley_Shoot;11;Fe;1.369
Barley_Shoot;11;Fe;1.369
Barley_Shoot;11;Fe;1.359
Barley_Shoot;11;Fe;0.951
Barley_Shoot;11;Fe;1.198
Barley_Shoot;11;Fe;1.152
Barley_Shoot;11;P/Fe;1.354
Barley_Shoot;11;P/Fe;1.409
Barley_Shoot;11;P/Fe;1.033
Barley_Shoot;11;P/Fe;1.711
Barley_Shoot;11;P/Fe;1.151
Barley_Shoot;11;P/Fe;1.113
Barley_Shoot;11;P/Fe;1.489
Barley_Shoot;14;C;1.937
Barley_Shoot;14;C;1.637
Barley_Shoot;14;C;1.891
Barley_Shoot;14;C;1.842
Barley_Shoot;14;C;1.313
Barley_Shoot;14;C;2.055
Barley_Shoot;14;C;2.079
Barley_Shoot;14;P;1.666
Barley_Shoot;14;P;2.075
Barley_Shoot;14;P;2.36
Barley_Shoot;14;P;1.609
Barley_Shoot;14;P;1.666
Barley_Shoot;14;P;1.331
Barley_Shoot;14;P;1.757
Barley_Shoot;14;Fe;1.476
Barley_Shoot;14;Fe;1.557
Barley_Shoot;14;Fe;1.847
Barley_Shoot;14;Fe;1.858
Barley_Shoot;14;Fe;1.356
Barley_Shoot;14;Fe;1.676
Barley_Shoot;14;Fe;2.466
Barley_Shoot;14;P/Fe;1.47
Barley_Shoot;14;P/Fe;1.563
Barley_Shoot;14;P/Fe;1.324
Barley_Shoot;14;P/Fe;2.131
Barley_Shoot;14;P/Fe;1.433
Barley_Shoot;14;P/Fe;1.277
Barley_Shoot;14;P/Fe;1.395
Cucumber_Root;0;C;0.231
Cucumber_Root;0;C;0.46
Cucumber_Root;0;C;0.314
Cucumber_Root;0;C;0.121
Cucumber_Root;0;C;0.323
Cucumber_Root;0;C;0.177
Cucumber_Root;0;C;0.143
Cucumber_Root;0;P;0.229
Cucumber_Root;0;P;0.245
Cucumber_Root;0;P;0.191
Cucumber_Root;0;P;0.285
Cucumber_Root;0;P;0.318
Cucumber_Root;0;P;0.403
Cucumber_Root;0;P;0.228
Cucumber_Root;0;Fe;0.207
Cucumber_Root;0;Fe;0.108
Cucumber_Root;0;Fe;0.346
Cucumber_Root;0;Fe;0.211
Cucumber_Root;0;Fe;0.202
Cucumber_Root;0;Fe;0.429
Cucumber_Root;0;Fe;0.205
Cucumber_Root;0;P/Fe;0.292
Cucumber_Root;0;P/Fe;0.264
Cucumber_Root;0;P/Fe;0.292
Cucumber_Root;0;P/Fe;0.398
Cucumber_Root;0;P/Fe;0.458
Cucumber_Root;0;P/Fe;0.29
Cucumber_Root;0;P/Fe;0.332
Cucumber_Root;2;C;0.362
Cucumber_Root;2;C;0.518
Cucumber_Root;2;C;0.365
Cucumber_Root;2;C;0.42
Cucumber_Root;2;C;0.591
Cucumber_Root;2;C;0.521
Cucumber_Root;2;C;0.298
Cucumber_Root;2;P;0.463
Cucumber_Root;2;P;0.629
Cucumber_Root;2;P;0.473
Cucumber_Root;2;P;0.241
Cucumber_Root;2;P;0.536
Cucumber_Root;2;P;0.461
Cucumber_Root;2;P;0.15
Cucumber_Root;2;Fe;0.469
Cucumber_Root;2;Fe;0.68
Cucumber_Root;2;Fe;0.572
Cucumber_Root;2;Fe;0.431
Cucumber_Root;2;Fe;0.321
Cucumber_Root;2;Fe;0.364
Cucumber_Root;2;Fe;0.681
Cucumber_Root;2;P/Fe;0.345
Cucumber_Root;2;P/Fe;0.608
Cucumber_Root;2;P/Fe;0.574
Cucumber_Root;2;P/Fe;0.421
Cucumber_Root;2;P/Fe;0.388
Cucumber_Root;2;P/Fe;0.284
Cucumber_Root;2;P/Fe;0.504
Cucumber_Root;5;C;0.286
Cucumber_Root;5;C;0.771
Cucumber_Root;5;C;1.154
Cucumber_Root;5;C;0.701
Cucumber_Root;5;C;1.344
Cucumber_Root;5;C;0.393
Cucumber_Root;5;C;1.183
Cucumber_Root;5;P;0.504
Cucumber_Root;5;P;0.595
Cucumber_Root;5;P;0.601
Cucumber_Root;5;P;0.577
Cucumber_Root;5;P;1.536
Cucumber_Root;5;P;0.378
Cucumber_Root;5;P;1.144
Cucumber_Root;5;Fe;0.619
Cucumber_Root;5;Fe;0.48
Cucumber_Root;5;Fe;0.503
Cucumber_Root;5;Fe;0.544
Cucumber_Root;5;Fe;0.356
Cucumber_Root;5;Fe;0.82
Cucumber_Root;5;Fe;0.657
Cucumber_Root;5;P/Fe;1.291
Cucumber_Root;5;P/Fe;0.498
Cucumber_Root;5;P/Fe;0.562
Cucumber_Root;5;P/Fe;1.03
Cucumber_Root;5;P/Fe;0.638
Cucumber_Root;5;P/Fe;1.48
Cucumber_Root;5;P/Fe;0.449
Cucumber_Root;7;C;1.909
Cucumber_Root;7;C;0.536
Cucumber_Root;7;C;2.553
Cucumber_Root;7;C;1.666
Cucumber_Root;7;C;0.758
Cucumber_Root;7;C;0.564
Cucumber_Root;7;C;1.927
Cucumber_Root;7;P;0.475
Cucumber_Root;7;P;0.39
Cucumber_Root;7;P;0.854
Cucumber_Root;7;P;1.619
Cucumber_Root;7;P;1.09
Cucumber_Root;7;P;0.705
Cucumber_Root;7;P;1.591
Cucumber_Root;7;Fe;0.642
Cucumber_Root;7;Fe;1.113
Cucumber_Root;7;Fe;0.436
Cucumber_Root;7;Fe;0.769
Cucumber_Root;7;Fe;1.009
Cucumber_Root;7;Fe;0.666
Cucumber_Root;7;Fe;0.4
Cucumber_Root;7;P/Fe;0.964
Cucumber_Root;7;P/Fe;0.53
Cucumber_Root;7;P/Fe;0.255
Cucumber_Root;7;P/Fe;1.194
Cucumber_Root;7;P/Fe;0.759
Cucumber_Root;7;P/Fe;1.044
Cucumber_Root;7;P/Fe;1.199
Cucumber_Root;9;C;0.921
Cucumber_Root;9;C;2.824
Cucumber_Root;9;C;0.641
Cucumber_Root;9;C;0.572
Cucumber_Root;9;C;1.747
Cucumber_Root;9;C;0.442
Cucumber_Root;9;C;0.37
Cucumber_Root;9;P;0.557
Cucumber_Root;9;P;0.417
Cucumber_Root;9;P;1.95
Cucumber_Root;9;P;0.415
Cucumber_Root;9;P;1.008
Cucumber_Root;9;P;1.319
Cucumber_Root;9;P;0.858
Cucumber_Root;9;Fe;1.825
Cucumber_Root;9;Fe;2.998
Cucumber_Root;9;Fe;0.508
Cucumber_Root;9;Fe;0.437
Cucumber_Root;9;Fe;0.249
Cucumber_Root;9;Fe;1.341
Cucumber_Root;9;Fe;0.73
Cucumber_Root;9;P/Fe;0.827
Cucumber_Root;9;P/Fe;2.479
Cucumber_Root;9;P/Fe;1.553
Cucumber_Root;9;P/Fe;1.224
Cucumber_Root;9;P/Fe;0.495
Cucumber_Root;9;P/Fe;0.51
Cucumber_Root;9;P/Fe;0.768
Cucumber_Root;12;C;2.515
Cucumber_Root;12;C;1.563
Cucumber_Root;12;C;2.907
Cucumber_Root;12;C;1.071
Cucumber_Root;12;C;3.761
Cucumber_Root;12;C;1.295
Cucumber_Root;12;C;2.19
Cucumber_Root;12;P;1.475
Cucumber_Root;12;P;4.332
Cucumber_Root;12;P;3.621
Cucumber_Root;12;P;3.312
Cucumber_Root;12;P;1.124
Cucumber_Root;12;P;1.942
Cucumber_Root;12;P;1.274
Cucumber_Root;12;Fe;0.886
Cucumber_Root;12;Fe;2.605
Cucumber_Root;12;Fe;1.719
Cucumber_Root;12;Fe;1.683
Cucumber_Root;12;Fe;0.257
Cucumber_Root;12;Fe;0.749
Cucumber_Root;12;Fe;0.649
Cucumber_Root;12;P/Fe;1.925
Cucumber_Root;12;P/Fe;0.641
Cucumber_Root;12;P/Fe;0.765
Cucumber_Root;12;P/Fe;1.392
Cucumber_Root;12;P/Fe;0.607
Cucumber_Root;12;P/Fe;0.643
Cucumber_Root;12;P/Fe;2.068
Cucumber_Root;14;C;1.702
Cucumber_Root;14;C;0.942
Cucumber_Root;14;C;3.551
Cucumber_Root;14;C;1.215
Cucumber_Root;14;C;1.284
Cucumber_Root;14;C;3.736
Cucumber_Root;14;C;2.757
Cucumber_Root;14;P;1.923
Cucumber_Root;14;P;1.026
Cucumber_Root;14;P;4.122
Cucumber_Root;14;P;1.664
Cucumber_Root;14;P;1.838
Cucumber_Root;14;P;1.052
Cucumber_Root;14;P;3.775
Cucumber_Root;14;Fe;4.304
Cucumber_Root;14;Fe;1.837
Cucumber_Root;14;Fe;5.85
Cucumber_Root;14;Fe;0.943
Cucumber_Root;14;Fe;0.43
Cucumber_Root;14;Fe;0.541
Cucumber_Root;14;Fe;0.71
Cucumber_Root;14;P/Fe;0.874
Cucumber_Root;14;P/Fe;0.732
Cucumber_Root;14;P/Fe;0.775
Cucumber_Root;14;P/Fe;0.674
Cucumber_Root;14;P/Fe;0.662
Cucumber_Root;14;P/Fe;0.654
Cucumber_Root;14;P/Fe;0.7
Cucumber_Shoot;0;C;0.999
Cucumber_Shoot;0;C;1.487
Cucumber_Shoot;0;C;0.96
Cucumber_Shoot;0;C;0.545
Cucumber_Shoot;0;C;1.108
Cucumber_Shoot;0;C;0.761
Cucumber_Shoot;0;C;0.662
Cucumber_Shoot;0;P;0.894
Cucumber_Shoot;0;P;0.949
Cucumber_Shoot;0;P;0.694
Cucumber_Shoot;0;P;0.795
Cucumber_Shoot;0;P;0.982
Cucumber_Shoot;0;P;1.09
Cucumber_Shoot;0;P;0.741
Cucumber_Shoot;0;Fe;0.799
Cucumber_Shoot;0;Fe;0.697
Cucumber_Shoot;0;Fe;0.992
Cucumber_Shoot;0;Fe;0.825
Cucumber_Shoot;0;Fe;0.841
Cucumber_Shoot;0;Fe;0.896
Cucumber_Shoot;0;Fe;0.641
Cucumber_Shoot;0;P/Fe;0.962
Cucumber_Shoot;0;P/Fe;0.932
Cucumber_Shoot;0;P/Fe;0.908
Cucumber_Shoot;0;P/Fe;1.137
Cucumber_Shoot;0;P/Fe;1.112
Cucumber_Shoot;0;P/Fe;0.905
Cucumber_Shoot;0;P/Fe;1.062
Cucumber_Shoot;2;C;1.179
Cucumber_Shoot;2;C;1.416
Cucumber_Shoot;2;C;1.044
Cucumber_Shoot;2;C;1.212
Cucumber_Shoot;2;C;1.406
Cucumber_Shoot;2;C;1.484
Cucumber_Shoot;2;C;0.816
Cucumber_Shoot;2;P;1.413
Cucumber_Shoot;2;P;1.762
Cucumber_Shoot;2;P;1.256
Cucumber_Shoot;2;P;0.649
Cucumber_Shoot;2;P;1.379
Cucumber_Shoot;2;P;1.241
Cucumber_Shoot;2;P;0.578
Cucumber_Shoot;2;Fe;1.382
Cucumber_Shoot;2;Fe;1.58
Cucumber_Shoot;2;Fe;1.597
Cucumber_Shoot;2;Fe;1.148
Cucumber_Shoot;2;Fe;1.184
Cucumber_Shoot;2;Fe;1.088
Cucumber_Shoot;2;Fe;1.424
Cucumber_Shoot;2;P/Fe;1.04
Cucumber_Shoot;2;P/Fe;1.215
Cucumber_Shoot;2;P/Fe;1.484
Cucumber_Shoot;2;P/Fe;1.226
Cucumber_Shoot;2;P/Fe;1.258
Cucumber_Shoot;2;P/Fe;0.978
Cucumber_Shoot;2;P/Fe;1.391
Cucumber_Shoot;5;C;1.02
Cucumber_Shoot;5;C;1.85
Cucumber_Shoot;5;C;2.767
Cucumber_Shoot;5;C;1.955
Cucumber_Shoot;5;C;2.669
Cucumber_Shoot;5;C;1.452
Cucumber_Shoot;5;C;2.014
Cucumber_Shoot;5;P;1.341
Cucumber_Shoot;5;P;1.934
Cucumber_Shoot;5;P;1.464
Cucumber_Shoot;5;P;1.682
Cucumber_Shoot;5;P;1.984
Cucumber_Shoot;5;P;1.295
Cucumber_Shoot;5;P;2.651
Cucumber_Shoot;5;Fe;2.134
Cucumber_Shoot;5;Fe;1.72
Cucumber_Shoot;5;Fe;2.143
Cucumber_Shoot;5;Fe;1.831
Cucumber_Shoot;5;Fe;1.73
Cucumber_Shoot;5;Fe;2.068
Cucumber_Shoot;5;Fe;2.613
Cucumber_Shoot;5;P/Fe;1.727
Cucumber_Shoot;5;P/Fe;1.878
Cucumber_Shoot;5;P/Fe;1.496
Cucumber_Shoot;5;P/Fe;1.984
Cucumber_Shoot;5;P/Fe;1.461
Cucumber_Shoot;5;P/Fe;2.04
Cucumber_Shoot;5;P/Fe;0.955
Cucumber_Shoot;7;C;2.791
Cucumber_Shoot;7;C;2.242
Cucumber_Shoot;7;C;3.018
Cucumber_Shoot;7;C;2.711
Cucumber_Shoot;7;C;2.21
Cucumber_Shoot;7;C;2.561
Cucumber_Shoot;7;C;2.95
Cucumber_Shoot;7;P;2.115
Cucumber_Shoot;7;P;2.071
Cucumber_Shoot;7;P;2.458
Cucumber_Shoot;7;P;2.554
Cucumber_Shoot;7;P;1.671
Cucumber_Shoot;7;P;1.491
Cucumber_Shoot;7;P;2.559
Cucumber_Shoot;7;Fe;1.712
Cucumber_Shoot;7;Fe;2.102
Cucumber_Shoot;7;Fe;2.101
Cucumber_Shoot;7;Fe;2.029
Cucumber_Shoot;7;Fe;2.454
Cucumber_Shoot;7;Fe;2.533
Cucumber_Shoot;7;Fe;1.725
Cucumber_Shoot;7;P/Fe;2.237
Cucumber_Shoot;7;P/Fe;1.931
Cucumber_Shoot;7;P/Fe;1.138
Cucumber_Shoot;7;P/Fe;2.188
Cucumber_Shoot;7;P/Fe;1.572
Cucumber_Shoot;7;P/Fe;1.889
Cucumber_Shoot;7;P/Fe;2.502
Cucumber_Shoot;9;C;2.346
Cucumber_Shoot;9;C;5.051
Cucumber_Shoot;9;C;2.298
Cucumber_Shoot;9;C;1.7
Cucumber_Shoot;9;C;3.49
Cucumber_Shoot;9;C;2.827
Cucumber_Shoot;9;C;2.296
Cucumber_Shoot;9;P;2.138
Cucumber_Shoot;9;P;2.438
Cucumber_Shoot;9;P;2.46
Cucumber_Shoot;9;P;2.421
Cucumber_Shoot;9;P;2.217
Cucumber_Shoot;9;P;2.848
Cucumber_Shoot;9;P;2.454
Cucumber_Shoot;9;Fe;3.503
Cucumber_Shoot;9;Fe;4.584
Cucumber_Shoot;9;Fe;2.973
Cucumber_Shoot;9;Fe;1.795
Cucumber_Shoot;9;Fe;1.935
Cucumber_Shoot;9;Fe;2.311
Cucumber_Shoot;9;Fe;3.302
Cucumber_Shoot;9;P/Fe;1.767
Cucumber_Shoot;9;P/Fe;1.361
Cucumber_Shoot;9;P/Fe;2.027
Cucumber_Shoot;9;P/Fe;1.6
Cucumber_Shoot;9;P/Fe;1.209
Cucumber_Shoot;9;P/Fe;2.136
Cucumber_Shoot;9;P/Fe;2.387
Cucumber_Shoot;12;C;5.813
Cucumber_Shoot;12;C;6.572
Cucumber_Shoot;12;C;6.83
Cucumber_Shoot;12;C;3.238
Cucumber_Shoot;12;C;6.945
Cucumber_Shoot;12;C;4.498
Cucumber_Shoot;12;C;6.621
Cucumber_Shoot;12;P;2.849
Cucumber_Shoot;12;P;3.247
Cucumber_Shoot;12;P;3.234
Cucumber_Shoot;12;P;3.003
Cucumber_Shoot;12;P;2.981
Cucumber_Shoot;12;P;2.321
Cucumber_Shoot;12;P;2.842
Cucumber_Shoot;12;Fe;3.814
Cucumber_Shoot;12;Fe;4.966
Cucumber_Shoot;12;Fe;5.853
Cucumber_Shoot;12;Fe;4.09
Cucumber_Shoot;12;Fe;2.318
Cucumber_Shoot;12;Fe;3.418
Cucumber_Shoot;12;Fe;4.248
Cucumber_Shoot;12;P/Fe;3.646
Cucumber_Shoot;12;P/Fe;1.635
Cucumber_Shoot;12;P/Fe;2.87
Cucumber_Shoot;12;P/Fe;3.446
Cucumber_Shoot;12;P/Fe;2.12
Cucumber_Shoot;12;P/Fe;2.817
Cucumber_Shoot;12;P/Fe;3.825
Cucumber_Shoot;14;C;5.625
