$Barley_Root;;
$Barley_Root$`0`;;
$Maize_Root$`4`;;
;Value;groups
Fe;0.7680286;a
P;0.6997286;a
P/Fe;0.6515429;a
C;0.6053143;a
;;
$Maize_Root$`7`;;
;Value;groups
P;0.8121286;a
C;0.7213;a
Fe;0.7186714;a
P/Fe;0.6519714;a
;;
$Maize_Root$`9`;;
;Value;groups
Fe;1.059;a
P/Fe;1.0581143;a
C;0.9128571;a
P;0.8504429;a
;;
$Maize_Root$`11`;;
;Value;groups
Fe;1.403571;a
P/Fe;1.234457;a
P;1.047586;a
C;1.030743;a
;;
$Maize_Root$`14`;;
;Value;groups
P/Fe;2.302943;a
P;1.873743;ab
Fe;1.721086;ab
C;1.264186;b
;;
;;
$Maize_Shoot;;
$Maize_Shoot$`0`;;
;Value;groups
C;1.1436714;a
P;0.6988143;ab
Fe;0.5913429;b
P/Fe;0.5602714;b
;;
$Maize_Shoot$`2`;;
;Value;groups
P;1.660314;a
Fe;1.589571;a
C;1.488657;a
P/Fe;1.459329;a
;;
$Maize_Shoot$`4`;;
;Value;groups
P;2.121371;a
Fe;1.939571;a
C;1.807871;a
P/Fe;1.750743;a
;;
$Maize_Shoot$`7`;;
;Value;groups
C;2.530957;a
Fe;2.516457;a
P;2.473714;a
P/Fe;1.708514;a
;;
$Maize_Shoot$`9`;;
;Value;groups
Fe;3.245171;a
C;3.042886;a
P/Fe;2.814;a
P;2.756971;a
;;
$Maize_Shoot$`11`;;
;Value;groups
Fe;4.0944;a
C;4.0139;a
P;3.920586;a
P/Fe;3.607186;a
;;
$Maize_Shoot$`14`;;
;Value;groups
C;7.642914;a
P;7.036529;a
P/Fe;6.2228;a
Fe;5.606957;a
;;
;;
$Tomato_Root;;
$Tomato_Root$`0`;;
;Value;groups
P;0.01661429;a
Fe;0.01654286;a
P/Fe;0.01261429;a
C;0.0123;a
;;
$Tomato_Root$`1`;;
;Value;groups
Fe;0.01775714;a
C;0.01424286;a
P;0.01415714;a
P/Fe;0.01214286;a
;;
$Tomato_Root$`3`;;
;Value;groups
P;0.04712857;a
P/Fe;0.03621429;ab
Fe;0.03447143;ab
C;0.0277;b
;;
$Tomato_Root$`7`;;
;Value;groups
Fe;0.09408571;a
P/Fe;0.09134286;a
P;0.09091429;a
C;0.08294286;a
;;
$Tomato_Root$`9`;;
;Value;groups
P;0.1817714;a
C;0.1342857;ab
Fe;0.1304;ab
P/Fe;0.1175429;b
;;
$Tomato_Root$`11`;;
;Value;groups
C;0.2806286;a
Fe;0.2239286;a
P/Fe;0.2018286;a
P;0.1916571;a
;;
$Tomato_Root$`14`;;
;Value;groups
C;0.4606;a
P;0.3011857;ab
Fe;0.2996571;ab
P/Fe;0.2317714;b
;;
;;
$Tomato_Shoot;;
$Tomato_Shoot$`0`;;
;Value;groups
Fe;0.12761429;a
P/Fe;0.10535714;a
C;0.09778571;a
P;0.0908;a
;;
$Tomato_Shoot$`1`;;
;Value;groups
Fe;0.1506714;a
P;0.1467857;a
C;0.1379;a
P/Fe;0.1085571;a
;;
$Tomato_Shoot$`3`;;
;Value;groups
P;0.2469857;a
Fe;0.2285571;a
C;0.2277143;a
P/Fe;0.2008714;a
;;
$Tomato_Shoot$`7`;;
;Value;groups
C;0.6053429;a
Fe;0.4453;b
P;0.3522286;bc
P/Fe;0.2984;c
;;
$Tomato_Shoot$`9`;;
;Value;groups
C;1.0111429;a
Fe;0.5668;b
P;0.4990857;bc
P/Fe;0.3061714;c
;;
$Tomato_Shoot$`11`;;
;Value;groups
C;1.9183286;a
Fe;0.8226429;b
P;0.5252857;bc
P/Fe;0.4020857;c
;;
$Tomato_Shoot$`14`;;
;Value;groups
C;2.7797286;a
Fe;0.9473;b
P;0.5254571;b
P/Fe;0.3337;b
